id,title,text,source,publish_date,url,category,location_mentioned
news_0077,Pune Questions Education Issues,"This article covers recent education related activities in Pune. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-05-18 02:04:32.494903,http://fakenewsdomain.example.com/education/pune/article77,education,Pune
news_0078,Thane Questions Public safety Concerns,"This article covers recent public safety related activities in Thane. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Independent Reporter,2025-04-16 17:13:32.494911,http://fakenewsdomain.example.com/public-safety/thane/article78,public safety,Thane
news_0079,Pune Investigates Local events Developments,"This article covers recent local events related activities in Pune. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Local Chronicle,2025-05-21 19:57:32.494920,http://fakenewsdomain.example.com/local-events/pune/article79,local events,Pune
news_0080,Indore Highlights Local events Concerns,"This article covers recent local events related activities in Indore. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",State News Network,2025-04-10 06:35:32.494929,http://fakenewsdomain.example.com/local-events/indore/article80,local events,Indore
news_0081,Jaipur Questions Public safety Issues,"This article covers recent public safety related activities in Jaipur. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Independent Reporter,2025-05-06 17:53:32.494938,http://fakenewsdomain.example.com/public-safety/jaipur/article81,public safety,Jaipur
news_0082,Jaipur Questions Environment Developments,"This article covers recent environment related activities in Jaipur. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-04-16 09:15:32.494947,http://fakenewsdomain.example.com/environment/jaipur/article82,environment,Jaipur
news_0083,Hyderabad Questions Education Issues,"This article covers recent education related activities in Hyderabad. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",State News Network,2025-04-23 20:48:32.494956,http://fakenewsdomain.example.com/education/hyderabad/article83,education,Hyderabad
news_0084,Chennai Reports on Local events Concerns,"This article covers recent local events related activities in Chennai. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Community Voice Portal,2025-04-20 15:44:32.494965,http://fakenewsdomain.example.com/local-events/chennai/article84,local events,Chennai
news_0085,Hyderabad Reports on Environment Issues,"This article covers recent environment related activities in Hyderabad. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-05-26 03:35:32.494974,http://fakenewsdomain.example.com/environment/hyderabad/article85,environment,Hyderabad
news_0086,Ahmedabad Discusses Public safety Concerns,"This article covers recent public safety related activities in Ahmedabad. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-05-04 17:49:32.494983,http://fakenewsdomain.example.com/public-safety/ahmedabad/article86,public safety,Ahmedabad
news_0087,Indore Reports on Public safety Developments,"This article covers recent public safety related activities in Indore. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-05-03 09:45:32.494992,http://fakenewsdomain.example.com/public-safety/indore/article87,public safety,Indore
news_0088,Mumbai Reports on Environment Concerns,"This article covers recent environment related activities in Mumbai. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-05-24 01:16:32.495001,http://fakenewsdomain.example.com/environment/mumbai/article88,environment,Mumbai
news_0089,Mumbai Discusses Education Developments,"This article covers recent education related activities in Mumbai. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Local Chronicle,2025-04-27 05:46:32.495010,http://fakenewsdomain.example.com/education/mumbai/article89,education,Mumbai
news_0090,Bhopal Reports on Public safety Concerns,"This article covers recent public safety related activities in Bhopal. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-04-17 12:42:32.495018,http://fakenewsdomain.example.com/public-safety/bhopal/article90,public safety,Bhopal
news_0091,Nagpur Highlights Health services Developments,"This article covers recent health services related activities in Nagpur. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Community Voice Portal,2025-04-21 11:24:32.495027,http://fakenewsdomain.example.com/health-services/nagpur/article91,health services,Nagpur
news_0092,Jaipur Reports on Education Concerns,"This article covers recent education related activities in Jaipur. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Local Chronicle,2025-04-08 12:32:32.495036,http://fakenewsdomain.example.com/education/jaipur/article92,education,Jaipur
news_0093,Pune Investigates Education Issues,"This article covers recent education related activities in Pune. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Local Chronicle,2025-05-28 04:59:32.495046,http://fakenewsdomain.example.com/education/pune/article93,education,Pune
news_0094,Patna Investigates Education Developments,"This article covers recent education related activities in Patna. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-05-01 16:43:32.495054,http://fakenewsdomain.example.com/education/patna/article94,education,Patna
news_0095,Jaipur Highlights Infrastructure Developments,"This article covers recent infrastructure related activities in Jaipur. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Local Chronicle,2025-04-10 04:31:32.495063,http://fakenewsdomain.example.com/infrastructure/jaipur/article95,infrastructure,Jaipur
news_0096,Delhi Highlights Infrastructure Concerns,"This article covers recent infrastructure related activities in Delhi. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",State News Network,2025-05-14 09:27:32.495072,http://fakenewsdomain.example.com/infrastructure/delhi/article96,infrastructure,Delhi
news_0097,Pune Discusses Education Developments,"This article covers recent education related activities in Pune. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Local Chronicle,2025-04-20 10:32:32.495081,http://fakenewsdomain.example.com/education/pune/article97,education,Pune
news_0098,Lucknow Reports on Health services Developments,"This article covers recent health services related activities in Lucknow. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Times of City,2025-04-11 12:14:32.495090,http://fakenewsdomain.example.com/health-services/lucknow/article98,health services,Lucknow
news_0099,Patna Discusses Local events Concerns,"This article covers recent local events related activities in Patna. Various stakeholders have expressed their views. The situation is evolving. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Independent Reporter,2025-04-24 13:42:32.495099,http://fakenewsdomain.example.com/local-events/patna/article99,local events,Patna
