timestamp,user_id,text,location_approx,sentiment,issue_category,likes,shares,comments,engagement_score
2025-05-25 19:33:11.424020,user_59266,Can someone help with road repair problem in Ludhiana? It's really average.,Ludhiana,neutral,road repair,149,21,10,221
2025-04-30 15:31:04.768851,user_29743,The street lighting situation in Pune is okay. #civic #india,Pune,neutral,street lighting,128,11,2,156
2025-05-26 18:14:23.389907,user_17733,Can someone help with road repair problem in Vadodara? It's really frustrated.,Vadodara,negative,road repair,182,92,0,366
2025-05-05 11:24:09.040695,user_96616,Grateful for the monsoon flooding improvements in Ludhiana. Feels terrible!,Ludhiana,negative,monsoon flooding,229,92,31,506
2025-05-29 04:41:11.869375,user_21877,The garbage collection situation in Bhopal is happy. #civic #india,Bhopal,positive,garbage collection,387,97,22,647
2025-05-04 02:57:54.930930,user_79505,Why is road repair always disappointed in Patna? Need better governance.,Patna,negative,road repair,258,62,42,508
2025-05-06 16:02:23.808945,user_73910,Can someone help with education problem in Ahmedabad? It's really awful.,Ahmedabad,negative,education,160,60,9,307
2025-05-16 21:34:02.037766,user_20063,Can someone help with public transport problem in Ghaziabad? It's really bad.,Ghaziabad,negative,public transport,444,72,43,717
2025-05-06 06:35:33.757676,user_32112,Update on housing in Visakhapatnam - things are looking great now!,Visakhapatnam,positive,housing,275,91,43,586
2025-05-27 03:18:29.709819,user_2903,Why is power outage always amazing in Chennai? Need better governance.,Chennai,positive,power outage,1,7,40,135
2025-05-16 20:34:40.446439,user_64293,Why is garbage collection always frustrated in Pimpri-Chinchwad? Need better governance.,Pimpri-Chinchwad,negative,garbage collection,423,60,24,615
2025-05-17 21:38:09.896520,user_98276,Grateful for the road repair improvements in Visakhapatnam. Feels okay!,Visakhapatnam,neutral,road repair,250,5,49,407
2025-05-23 05:02:54.367280,user_98044,Why is healthcare always excellent in Ahmedabad? Need better governance.,Ahmedabad,positive,healthcare,464,63,31,683
2025-05-19 21:32:19.001183,user_88309,Can someone help with housing problem in Jaipur? It's really bad.,Jaipur,negative,housing,355,100,35,660
2025-05-21 06:45:07.652031,user_66468,Can someone help with road repair problem in Patna? It's really great.,Patna,positive,road repair,179,52,11,316
2025-05-04 15:39:48.528514,user_31189,Grateful for the education improvements in Jaipur. Feels good!,Jaipur,positive,education,383,82,3,556
2025-05-20 06:17:19.390959,user_17812,Can someone help with water shortage problem in Bhopal? It's really amazing.,Bhopal,positive,water shortage,49,49,10,177
2025-05-26 16:11:27.048885,user_78402,Why is traffic congestion always excellent in Nagpur? Need better governance.,Nagpur,positive,traffic congestion,316,84,11,517
2025-05-04 14:16:17.049427,user_98866,The road repair situation in Indore is awful. #civic #india,Indore,negative,road repair,83,65,7,234
2025-05-08 14:04:41.808159,user_40423,Grateful for the pollution improvements in Delhi. Feels fantastic!,Delhi,positive,pollution,152,12,26,254
2025-05-15 14:00:14.258909,user_47810,Why is street lighting always disappointed in Pimpri-Chinchwad? Need better governance.,Pimpri-Chinchwad,negative,street lighting,409,73,27,636
2025-05-09 11:29:41.589910,user_74496,Grateful for the housing improvements in Delhi. Feels horrible!,Delhi,negative,housing,210,96,33,501
2025-05-17 11:22:03.453839,user_1540,Update on healthcare in Nashik - things are looking amazing now!,Nashik,positive,healthcare,348,58,24,536
2025-05-25 05:31:50.353482,user_68526,Why is power outage always excellent in Kanpur? Need better governance.,Kanpur,positive,power outage,176,96,21,431
2025-05-17 22:16:43.777979,user_20911,Update on healthcare in Kanpur - things are looking good now!,Kanpur,positive,healthcare,500,72,8,668
2025-05-13 09:56:25.491111,user_26061,Update on monsoon flooding in Nashik - things are looking angry now!,Nashik,negative,monsoon flooding,117,62,48,385
2025-05-05 06:25:34.914653,user_85513,Can someone help with monsoon flooding problem in Ahmedabad? It's really amazing.,Ahmedabad,positive,monsoon flooding,1,89,36,287
2025-05-05 12:34:32.055312,user_98523,Update on monsoon flooding in Indore - things are looking great now!,Indore,positive,monsoon flooding,63,15,24,165
2025-05-15 19:18:33.985304,user_69744,Grateful for the healthcare improvements in Pune. Feels disappointed!,Pune,negative,healthcare,420,44,33,607
2025-05-02 06:23:03.740937,user_45267,Why is water shortage always amazing in Surat? Need better governance.,Surat,positive,water shortage,300,41,13,421
2025-05-20 19:12:05.971511,user_78252,Grateful for the healthcare improvements in Visakhapatnam. Feels frustrated!,Visakhapatnam,negative,healthcare,434,3,16,488
2025-05-18 00:30:20.004772,user_84686,Why is street lighting always fine in Nagpur? Need better governance.,Nagpur,neutral,street lighting,330,100,50,680
2025-05-03 22:10:34.260406,user_45247,Can someone help with public transport problem in Ludhiana? It's really angry.,Ludhiana,negative,public transport,268,19,14,348
2025-05-24 08:56:38.995387,user_22819,Grateful for the healthcare improvements in Agra. Feels fantastic!,Agra,positive,healthcare,24,27,5,93
2025-05-09 06:03:58.869977,user_71135,Can someone help with monsoon flooding problem in Nagpur? It's really fine.,Nagpur,neutral,monsoon flooding,205,16,11,270
2025-05-12 03:28:26.563800,user_84414,Can someone help with public transport problem in Nagpur? It's really bad.,Nagpur,negative,public transport,4,36,43,205
2025-05-04 20:00:04.652577,user_11140,Update on road repair in Thane - things are looking fine now!,Thane,neutral,road repair,12,41,9,121
2025-05-11 15:03:43.924924,user_55462,Grateful for the housing improvements in Patna. Feels terrible!,Patna,negative,housing,342,60,31,555
2025-05-12 10:39:07.470859,user_79377,Can someone help with power outage problem in Mumbai? It's really okay.,Mumbai,neutral,power outage,170,53,26,354
2025-05-05 15:30:34.410292,user_2067,The healthcare situation in Kanpur is awful. #civic #india,Kanpur,negative,healthcare,280,21,26,400
2025-05-07 01:47:56.123375,user_32327,Can someone help with monsoon flooding problem in Ghaziabad? It's really awful.,Ghaziabad,negative,monsoon flooding,29,98,18,279
2025-05-07 10:13:09.738362,user_74456,The healthcare situation in Ludhiana is great. #civic #india,Ludhiana,positive,healthcare,153,51,28,339
2025-05-02 00:33:44.402792,user_63521,Grateful for the housing improvements in Chennai. Feels great!,Chennai,positive,housing,359,99,44,689
2025-05-02 07:50:30.491706,user_15840,Why is housing always average in Patna? Need better governance.,Patna,neutral,housing,54,97,49,395
2025-05-11 23:40:11.910000,user_13073,The power outage situation in Jaipur is disappointed. #civic #india,Jaipur,negative,power outage,68,98,14,306
2025-05-17 17:44:51.188384,user_24850,Can someone help with education problem in Pimpri-Chinchwad? It's really frustrated.,Pimpri-Chinchwad,negative,education,307,87,6,499
2025-05-07 19:05:42.571865,user_45721,Update on pollution in Jaipur - things are looking wonderful now!,Jaipur,positive,pollution,268,36,18,394
2025-05-28 02:46:10.388004,user_58633,The pollution situation in Jaipur is excellent. #civic #india,Jaipur,positive,pollution,372,78,1,531
2025-05-03 07:23:17.032462,user_16557,The garbage collection situation in Agra is amazing. #civic #india,Agra,positive,garbage collection,47,60,38,281
2025-05-23 13:46:02.677711,user_12923,Grateful for the garbage collection improvements in Patna. Feels terrible!,Patna,negative,garbage collection,277,40,25,432
2025-05-29 11:38:35.517344,user_60036,Update on pollution in Bhopal - things are looking standard now!,Bhopal,neutral,pollution,55,9,22,139
2025-05-03 21:03:01.261947,user_7096,Update on street lighting in Ahmedabad - things are looking excellent now!,Ahmedabad,positive,street lighting,252,77,9,433
2025-05-07 05:56:27.928817,user_7125,Grateful for the road repair improvements in Ahmedabad. Feels wonderful!,Ahmedabad,positive,road repair,407,24,10,485
2025-05-03 11:16:34.603201,user_65529,Update on healthcare in Pune - things are looking angry now!,Pune,negative,healthcare,482,33,12,584
2025-05-30 03:07:37.748404,user_42206,Grateful for the garbage collection improvements in Kanpur. Feels good!,Kanpur,positive,garbage collection,6,69,28,228
2025-05-24 10:07:45.163290,user_9657,Can someone help with pollution problem in Kanpur? It's really good.,Kanpur,positive,pollution,37,24,7,106
2025-05-11 01:32:00.114562,user_75433,Update on road repair in Kanpur - things are looking normal now!,Kanpur,neutral,road repair,264,61,3,395
2025-05-06 06:44:04.903395,user_2748,The public transport situation in Kanpur is standard. #civic #india,Kanpur,neutral,public transport,297,85,28,551
2025-05-28 17:15:01.769742,user_78335,Why is pollution always fine in Indore? Need better governance.,Indore,neutral,pollution,484,33,47,691
2025-05-23 11:06:24.358725,user_89199,Can someone help with education problem in Ghaziabad? It's really horrible.,Ghaziabad,negative,education,22,50,4,134
2025-05-17 15:33:48.634953,user_83195,The water shortage situation in Hyderabad is happy. #civic #india,Hyderabad,positive,water shortage,243,83,38,523
2025-05-19 22:00:57.475140,user_4854,Grateful for the pollution improvements in Pimpri-Chinchwad. Feels average!,Pimpri-Chinchwad,neutral,pollution,242,1,15,289
2025-05-07 17:06:43.281715,user_56686,Grateful for the traffic congestion improvements in Chennai. Feels angry!,Chennai,negative,traffic congestion,165,13,49,338
2025-05-13 10:55:45.026989,user_46069,Update on housing in Indore - things are looking terrible now!,Indore,negative,housing,213,67,22,413
2025-05-03 23:29:37.652091,user_27643,The healthcare situation in Hyderabad is average. #civic #india,Hyderabad,neutral,healthcare,475,70,11,648
2025-05-14 19:57:59.564944,user_63442,Grateful for the power outage improvements in Ghaziabad. Feels amazing!,Ghaziabad,positive,power outage,292,79,33,549
2025-05-02 18:42:39.112511,user_42155,Why is monsoon flooding always great in Visakhapatnam? Need better governance.,Visakhapatnam,positive,monsoon flooding,315,52,8,443
2025-05-07 20:14:02.111609,user_7782,Update on corruption in Thane - things are looking average now!,Thane,neutral,corruption,453,40,42,659
2025-05-13 01:30:50.893283,user_9834,Update on power outage in Ahmedabad - things are looking fine now!,Ahmedabad,neutral,power outage,382,70,31,615
2025-05-01 18:02:41.497395,user_86811,Can someone help with housing problem in Lucknow? It's really regular.,Lucknow,neutral,housing,495,90,24,747
2025-05-25 04:45:52.858197,user_59926,Grateful for the healthcare improvements in Nagpur. Feels average!,Nagpur,neutral,healthcare,395,56,4,519
2025-05-14 04:12:51.567449,user_93879,Can someone help with healthcare problem in Kanpur? It's really angry.,Kanpur,negative,healthcare,88,27,20,202
2025-05-02 11:48:37.460644,user_4635,Why is healthcare always angry in Chennai? Need better governance.,Chennai,negative,healthcare,228,23,49,421
2025-05-16 19:06:47.742764,user_75774,Can someone help with corruption problem in Delhi? It's really bad.,Delhi,negative,corruption,131,89,11,342
2025-05-21 01:04:51.053165,user_24264,Grateful for the power outage improvements in Mumbai. Feels amazing!,Mumbai,positive,power outage,236,9,5,269
2025-05-26 19:32:20.428259,user_95804,Grateful for the education improvements in Surat. Feels terrible!,Surat,negative,education,50,84,29,305
2025-05-20 10:33:19.840942,user_23775,Update on road repair in Jaipur - things are looking horrible now!,Jaipur,negative,road repair,479,88,33,754
2025-05-03 00:49:05.048727,user_53414,Update on healthcare in Bangalore - things are looking angry now!,Bangalore,negative,healthcare,296,8,41,435
2025-05-25 08:03:06.539682,user_61657,Why is healthcare always good in Thane? Need better governance.,Thane,positive,healthcare,325,66,42,583
2025-05-25 16:09:24.776420,user_29832,Update on power outage in Jaipur - things are looking great now!,Jaipur,positive,power outage,242,93,28,512
2025-05-09 17:17:03.321162,user_50157,Why is garbage collection always excellent in Vadodara? Need better governance.,Vadodara,positive,garbage collection,470,42,46,692
2025-05-09 23:30:38.155982,user_99392,Update on public transport in Agra - things are looking regular now!,Agra,neutral,public transport,267,9,18,339
2025-05-06 15:59:37.554951,user_54906,Why is monsoon flooding always excellent in Patna? Need better governance.,Patna,positive,monsoon flooding,76,56,16,236
2025-05-13 04:42:10.019643,user_4199,Why is traffic congestion always great in Hyderabad? Need better governance.,Hyderabad,positive,traffic congestion,156,37,12,266
2025-05-01 15:34:24.499795,user_60637,Update on housing in Nashik - things are looking frustrated now!,Nashik,negative,housing,234,11,38,370
2025-05-15 00:34:11.977008,user_88518,Why is corruption always fantastic in Jaipur? Need better governance.,Jaipur,positive,corruption,46,85,3,225
2025-05-07 16:37:11.711421,user_49575,Grateful for the public transport improvements in Bhopal. Feels frustrated!,Bhopal,negative,public transport,282,51,41,507
2025-05-19 20:21:18.592597,user_94918,Why is healthcare always frustrated in Lucknow? Need better governance.,Lucknow,negative,healthcare,372,25,46,560
2025-05-24 10:42:30.665166,user_13348,The garbage collection situation in Indore is awful. #civic #india,Indore,negative,garbage collection,390,54,42,624
2025-05-25 02:22:15.414878,user_64260,Grateful for the street lighting improvements in Lucknow. Feels angry!,Lucknow,negative,street lighting,79,86,39,368
2025-05-10 22:10:29.357806,user_63371,Grateful for the road repair improvements in Hyderabad. Feels okay!,Hyderabad,neutral,road repair,260,51,14,404
2025-05-08 19:48:30.532147,user_42932,Can someone help with pollution problem in Thane? It's really great.,Thane,positive,pollution,462,82,0,626
2025-05-13 20:15:07.278502,user_92248,Why is power outage always excellent in Visakhapatnam? Need better governance.,Visakhapatnam,positive,power outage,482,84,20,710
2025-05-05 15:54:55.601032,user_41601,The street lighting situation in Bhopal is good. #civic #india,Bhopal,positive,street lighting,29,66,16,209
2025-05-12 04:10:26.928871,user_40657,Grateful for the road repair improvements in Surat. Feels terrible!,Surat,negative,road repair,474,40,7,575
2025-05-16 10:04:02.071120,user_97921,Why is education always disappointed in Ludhiana? Need better governance.,Ludhiana,negative,education,458,64,18,640
2025-05-26 01:04:36.935222,user_52692,Can someone help with traffic congestion problem in Vadodara? It's really bad.,Vadodara,negative,traffic congestion,29,100,48,373
2025-05-29 21:27:22.436855,user_14759,Why is monsoon flooding always excellent in Ludhiana? Need better governance.,Ludhiana,positive,monsoon flooding,92,3,12,134
2025-05-10 10:04:31.919392,user_86919,The monsoon flooding situation in Visakhapatnam is amazing. #civic #india,Visakhapatnam,positive,monsoon flooding,419,24,22,533
2025-05-05 20:59:46.396876,user_85428,Grateful for the power outage improvements in Visakhapatnam. Feels great!,Visakhapatnam,positive,power outage,418,11,12,476
2025-05-12 11:49:47.122277,user_26604,Can someone help with education problem in Jaipur? It's really good.,Jaipur,positive,education,228,13,30,344
2025-05-14 09:14:50.622211,user_83737,Why is street lighting always disappointed in Lucknow? Need better governance.,Lucknow,negative,street lighting,5,71,35,252
2025-05-20 15:55:09.911276,user_40276,Why is garbage collection always bad in Surat? Need better governance.,Surat,negative,garbage collection,64,50,3,173
2025-05-16 08:44:03.988950,user_1440,Can someone help with pollution problem in Hyderabad? It's really standard.,Hyderabad,neutral,pollution,275,89,5,468
2025-05-06 03:19:09.599682,user_14321,Grateful for the education improvements in Ahmedabad. Feels great!,Ahmedabad,positive,education,96,14,16,172
2025-05-28 08:20:05.837700,user_97133,Can someone help with street lighting problem in Vadodara? It's really okay.,Vadodara,neutral,street lighting,98,36,12,206
2025-05-16 14:17:33.696154,user_35312,Why is garbage collection always disappointed in Kolkata? Need better governance.,Kolkata,negative,garbage collection,427,33,24,565
2025-05-15 11:02:38.607093,user_59239,Why is water shortage always happy in Thane? Need better governance.,Thane,positive,water shortage,500,48,18,650
2025-05-03 18:45:11.964890,user_18164,Grateful for the traffic congestion improvements in Visakhapatnam. Feels frustrated!,Visakhapatnam,negative,traffic congestion,326,93,7,533
2025-05-06 02:19:21.065414,user_89666,Can someone help with garbage collection problem in Bhopal? It's really terrible.,Bhopal,negative,garbage collection,189,57,16,351
2025-05-21 09:01:51.936814,user_54516,Can someone help with road repair problem in Hyderabad? It's really frustrated.,Hyderabad,negative,road repair,348,17,36,490
2025-05-08 18:35:34.607060,user_27046,Why is pollution always happy in Nagpur? Need better governance.,Nagpur,positive,pollution,309,63,12,471
2025-05-09 07:58:09.705681,user_50435,Update on public transport in Ludhiana - things are looking excellent now!,Ludhiana,positive,public transport,410,77,46,702
2025-05-24 15:07:04.559283,user_48366,Can someone help with garbage collection problem in Jaipur? It's really great.,Jaipur,positive,garbage collection,198,10,13,257
2025-05-22 02:38:53.068927,user_95150,Grateful for the power outage improvements in Visakhapatnam. Feels fine!,Visakhapatnam,neutral,power outage,109,62,35,338
2025-05-15 15:22:59.842795,user_51855,Update on education in Delhi - things are looking horrible now!,Delhi,negative,education,35,11,25,132
2025-05-02 04:24:56.298218,user_70377,The education situation in Visakhapatnam is excellent. #civic #india,Visakhapatnam,positive,education,442,42,44,658
2025-05-03 08:20:35.827559,user_28776,The education situation in Jaipur is standard. #civic #india,Jaipur,neutral,education,374,72,1,521
2025-05-15 02:05:49.571844,user_3078,Can someone help with pollution problem in Ludhiana? It's really excellent.,Ludhiana,positive,pollution,169,46,29,348
2025-05-11 14:41:28.346755,user_74064,The street lighting situation in Thane is horrible. #civic #india,Thane,negative,street lighting,270,74,36,526
2025-05-01 20:43:34.258075,user_75306,Update on monsoon flooding in Ludhiana - things are looking disappointed now!,Ludhiana,negative,monsoon flooding,318,35,18,442
2025-05-15 22:46:07.197947,user_59574,Grateful for the public transport improvements in Ahmedabad. Feels awful!,Ahmedabad,negative,public transport,341,1,35,448
2025-05-02 00:58:20.122970,user_52374,Can someone help with water shortage problem in Agra? It's really average.,Agra,neutral,water shortage,166,28,12,258
2025-05-12 12:04:52.270425,user_9077,Update on power outage in Ghaziabad - things are looking fine now!,Ghaziabad,neutral,power outage,364,1,17,417
2025-05-06 23:55:33.822657,user_16372,Grateful for the water shortage improvements in Ahmedabad. Feels excellent!,Ahmedabad,positive,water shortage,22,44,4,122
2025-05-28 05:11:05.412044,user_86409,Can someone help with monsoon flooding problem in Ludhiana? It's really frustrated.,Ludhiana,negative,monsoon flooding,474,17,35,613
2025-05-26 10:15:16.577947,user_35885,Update on water shortage in Pimpri-Chinchwad - things are looking standard now!,Pimpri-Chinchwad,neutral,water shortage,278,64,13,445
2025-05-02 19:13:48.719642,user_20309,Why is public transport always frustrated in Bangalore? Need better governance.,Bangalore,negative,public transport,53,12,18,131
2025-05-17 03:12:01.836035,user_67535,Why is pollution always wonderful in Ghaziabad? Need better governance.,Ghaziabad,positive,pollution,1,92,4,197
2025-05-06 05:29:24.865993,user_80009,The garbage collection situation in Kanpur is awful. #civic #india,Kanpur,negative,garbage collection,274,55,34,486
2025-05-14 12:11:13.976764,user_21256,Grateful for the education improvements in Ghaziabad. Feels regular!,Ghaziabad,neutral,education,58,2,2,68
2025-05-08 02:12:33.261576,user_92486,The water shortage situation in Pimpri-Chinchwad is fine. #civic #india,Pimpri-Chinchwad,neutral,water shortage,361,83,7,548
2025-05-08 06:18:29.895784,user_59923,Grateful for the public transport improvements in Lucknow. Feels horrible!,Lucknow,negative,public transport,151,3,16,205
2025-05-26 05:50:14.416641,user_39400,Grateful for the corruption improvements in Nagpur. Feels okay!,Nagpur,neutral,corruption,63,95,27,334
2025-05-26 04:54:47.622488,user_9476,Can someone help with corruption problem in Surat? It's really terrible.,Surat,negative,corruption,198,22,4,254
2025-05-11 18:30:35.093979,user_41189,Grateful for the road repair improvements in Delhi. Feels regular!,Delhi,neutral,road repair,60,42,19,201
2025-05-20 17:30:54.087531,user_24728,Why is monsoon flooding always regular in Nagpur? Need better governance.,Nagpur,neutral,monsoon flooding,169,24,45,352
2025-05-25 14:02:56.091231,user_63583,Why is traffic congestion always fine in Bangalore? Need better governance.,Bangalore,neutral,traffic congestion,64,91,17,297
2025-05-25 21:11:18.582165,user_11870,The public transport situation in Nagpur is happy. #civic #india,Nagpur,positive,public transport,242,55,39,469
2025-05-12 08:28:19.198583,user_45164,Can someone help with water shortage problem in Jaipur? It's really okay.,Jaipur,neutral,water shortage,3,6,3,24
2025-05-21 15:52:32.100896,user_71342,Update on street lighting in Ludhiana - things are looking happy now!,Ludhiana,positive,street lighting,321,28,46,515
2025-05-21 20:48:42.631093,user_94301,Can someone help with street lighting problem in Lucknow? It's really fantastic.,Lucknow,positive,street lighting,150,85,31,413
2025-05-17 18:47:58.629918,user_23517,Can someone help with water shortage problem in Hyderabad? It's really normal.,Hyderabad,neutral,water shortage,220,39,2,304
2025-05-02 01:04:50.107297,user_81672,Update on garbage collection in Pune - things are looking horrible now!,Pune,negative,garbage collection,230,71,20,432
2025-05-07 22:31:07.370176,user_99916,The education situation in Ludhiana is average. #civic #india,Ludhiana,neutral,education,93,12,43,246
2025-05-28 14:06:03.795868,user_24860,Why is corruption always bad in Pimpri-Chinchwad? Need better governance.,Pimpri-Chinchwad,negative,corruption,215,20,3,264
2025-05-11 05:55:01.882477,user_66885,Can someone help with healthcare problem in Jaipur? It's really fantastic.,Jaipur,positive,healthcare,418,65,17,599
2025-05-03 00:06:12.607078,user_10849,Grateful for the healthcare improvements in Surat. Feels fantastic!,Surat,positive,healthcare,345,23,32,487
2025-05-29 21:20:35.988713,user_52374,Update on garbage collection in Patna - things are looking normal now!,Patna,neutral,garbage collection,73,0,37,184
2025-05-03 06:57:02.295099,user_80208,The education situation in Delhi is frustrated. #civic #india,Delhi,negative,education,256,28,48,456
2025-05-22 21:25:21.790435,user_91465,Can someone help with housing problem in Vadodara? It's really great.,Vadodara,positive,housing,380,3,49,533
2025-05-28 10:18:42.747053,user_8680,The road repair situation in Kanpur is standard. #civic #india,Kanpur,neutral,road repair,175,43,9,288
2025-05-14 17:54:48.333751,user_67373,Grateful for the corruption improvements in Thane. Feels frustrated!,Thane,negative,corruption,495,63,42,747
2025-05-03 13:13:49.955533,user_19207,Update on road repair in Kolkata - things are looking happy now!,Kolkata,positive,road repair,164,8,0,180
2025-05-25 11:21:44.049636,user_65981,The healthcare situation in Ghaziabad is okay. #civic #india,Ghaziabad,neutral,healthcare,287,92,42,597
2025-05-10 20:53:56.033608,user_32578,Update on housing in Ghaziabad - things are looking disappointed now!,Ghaziabad,negative,housing,438,37,21,575
2025-05-17 05:47:58.089501,user_19736,Why is power outage always standard in Delhi? Need better governance.,Delhi,neutral,power outage,28,8,20,104
2025-05-26 11:39:06.437193,user_58880,Why is traffic congestion always angry in Ghaziabad? Need better governance.,Ghaziabad,negative,traffic congestion,118,93,4,316
2025-05-20 14:04:52.952283,user_93959,Grateful for the healthcare improvements in Nashik. Feels average!,Nashik,neutral,healthcare,167,3,48,317
2025-05-11 09:31:09.435786,user_27609,Update on education in Kanpur - things are looking happy now!,Kanpur,positive,education,140,1,17,193
2025-05-01 18:41:38.938565,user_19730,Why is water shortage always awful in Agra? Need better governance.,Agra,negative,water shortage,155,16,16,235
2025-05-12 10:32:51.684241,user_3560,The education situation in Kolkata is regular. #civic #india,Kolkata,neutral,education,263,48,19,416
2025-05-07 04:04:11.348065,user_89147,The traffic congestion situation in Delhi is excellent. #civic #india,Delhi,positive,traffic congestion,278,21,44,452
2025-05-28 10:28:02.887411,user_53624,Can someone help with corruption problem in Pune? It's really normal.,Pune,neutral,corruption,199,27,21,316
2025-05-01 09:11:09.301221,user_76842,Grateful for the water shortage improvements in Ahmedabad. Feels average!,Ahmedabad,neutral,water shortage,60,5,47,211
2025-05-12 09:19:57.884528,user_96810,Why is pollution always disappointed in Agra? Need better governance.,Agra,negative,pollution,473,89,6,669
2025-05-22 13:20:38.776400,user_65509,Can someone help with corruption problem in Chennai? It's really fantastic.,Chennai,positive,corruption,482,87,26,734
2025-05-01 23:25:23.802145,user_55549,The corruption situation in Nagpur is terrible. #civic #india,Nagpur,negative,corruption,344,47,36,546
2025-05-30 00:05:18.184788,user_32612,Update on traffic congestion in Lucknow - things are looking excellent now!,Lucknow,positive,traffic congestion,163,96,5,370
2025-05-29 18:20:33.183578,user_72806,Update on education in Ghaziabad - things are looking regular now!,Ghaziabad,neutral,education,462,6,23,543
2025-05-04 17:23:17.966085,user_48370,Grateful for the garbage collection improvements in Hyderabad. Feels good!,Hyderabad,positive,garbage collection,333,74,14,523
2025-05-25 05:43:37.396744,user_86570,Can someone help with housing problem in Lucknow? It's really horrible.,Lucknow,negative,housing,221,6,34,335
2025-05-19 13:12:52.012691,user_5063,Grateful for the monsoon flooding improvements in Chennai. Feels horrible!,Chennai,negative,monsoon flooding,414,47,38,622
2025-05-13 19:31:02.508468,user_92595,Update on monsoon flooding in Bhopal - things are looking great now!,Bhopal,positive,monsoon flooding,468,67,49,749
2025-05-28 05:35:09.846733,user_84777,Update on monsoon flooding in Mumbai - things are looking horrible now!,Mumbai,negative,monsoon flooding,44,7,20,118
2025-05-17 21:56:44.687548,user_48867,Why is healthcare always wonderful in Jaipur? Need better governance.,Jaipur,positive,healthcare,261,39,42,465
2025-05-27 17:34:04.984700,user_54106,Update on housing in Patna - things are looking disappointed now!,Patna,negative,housing,338,94,50,676
2025-05-09 09:19:18.210041,user_97602,Grateful for the education improvements in Delhi. Feels fantastic!,Delhi,positive,education,195,74,41,466
2025-05-18 19:24:13.778946,user_30975,Why is street lighting always excellent in Visakhapatnam? Need better governance.,Visakhapatnam,positive,street lighting,232,98,13,467
2025-05-09 04:37:47.686984,user_81008,The power outage situation in Pimpri-Chinchwad is fantastic. #civic #india,Pimpri-Chinchwad,positive,power outage,258,55,15,413
2025-05-03 17:14:32.665820,user_1748,Can someone help with street lighting problem in Pune? It's really happy.,Pune,positive,street lighting,63,74,5,226
2025-05-26 08:24:07.503084,user_39074,Grateful for the healthcare improvements in Ludhiana. Feels happy!,Ludhiana,positive,healthcare,462,14,36,598
2025-05-22 02:21:52.829739,user_62109,Grateful for the power outage improvements in Ahmedabad. Feels fine!,Ahmedabad,neutral,power outage,492,21,16,582
2025-05-09 11:17:19.874597,user_19826,Update on education in Chennai - things are looking horrible now!,Chennai,negative,education,186,72,41,453
2025-05-10 04:51:26.526050,user_91996,Grateful for the healthcare improvements in Indore. Feels angry!,Indore,negative,healthcare,404,98,12,636
2025-05-19 15:40:14.907976,user_12271,The garbage collection situation in Chennai is terrible. #civic #india,Chennai,negative,garbage collection,434,87,11,641
2025-05-03 04:40:50.734494,user_37716,The housing situation in Visakhapatnam is bad. #civic #india,Visakhapatnam,negative,housing,412,59,40,650
2025-05-11 02:35:59.517988,user_67661,Why is public transport always disappointed in Thane? Need better governance.,Thane,negative,public transport,74,86,4,258
2025-05-27 15:55:04.068968,user_49973,Grateful for the public transport improvements in Lucknow. Feels happy!,Lucknow,positive,public transport,171,62,41,418
2025-05-11 05:32:24.165343,user_20857,The power outage situation in Thane is fantastic. #civic #india,Thane,positive,power outage,56,50,48,300
2025-05-06 00:10:54.219154,user_40249,Why is education always regular in Indore? Need better governance.,Indore,neutral,education,40,58,1,159
2025-05-24 14:40:49.206567,user_41101,Update on corruption in Delhi - things are looking terrible now!,Delhi,negative,corruption,158,90,6,356
2025-05-04 05:02:09.655310,user_38661,Update on monsoon flooding in Bhopal - things are looking fantastic now!,Bhopal,positive,monsoon flooding,12,3,50,168
2025-05-19 19:32:51.970263,user_61415,Can someone help with street lighting problem in Nagpur? It's really good.,Nagpur,positive,street lighting,232,63,30,448
2025-05-18 06:34:43.975449,user_68958,Why is corruption always angry in Pimpri-Chinchwad? Need better governance.,Pimpri-Chinchwad,negative,corruption,144,46,49,383
2025-05-16 03:41:38.519436,user_99382,The healthcare situation in Bangalore is wonderful. #civic #india,Bangalore,positive,healthcare,155,49,43,382
2025-04-30 22:47:57.924107,user_50132,Why is pollution always awful in Ghaziabad? Need better governance.,Ghaziabad,negative,pollution,172,59,17,341
2025-05-17 20:32:32.252710,user_17503,The corruption situation in Ghaziabad is good. #civic #india,Ghaziabad,positive,corruption,245,54,1,356
2025-05-14 16:42:12.274761,user_29351,Update on traffic congestion in Thane - things are looking fantastic now!,Thane,positive,traffic congestion,243,78,11,432
2025-05-18 14:14:04.268442,user_32363,Update on road repair in Pimpri-Chinchwad - things are looking frustrated now!,Pimpri-Chinchwad,negative,road repair,336,71,35,583
2025-05-16 09:05:51.775028,user_70834,Why is garbage collection always excellent in Visakhapatnam? Need better governance.,Visakhapatnam,positive,garbage collection,353,25,12,439
2025-05-25 20:04:39.873688,user_47584,The garbage collection situation in Nashik is amazing. #civic #india,Nashik,positive,garbage collection,83,34,48,295
2025-05-16 22:54:29.380359,user_78999,Update on education in Vadodara - things are looking okay now!,Vadodara,neutral,education,376,88,32,648
2025-05-06 22:15:03.591525,user_66559,Why is street lighting always terrible in Bhopal? Need better governance.,Bhopal,negative,street lighting,355,84,36,631
