id,text,timestamp,user_id,location_approx,source_platform,likes,shares,language
post_0179,Garbage not collected in North Kanpur for a week. #swachhbharat?,2025-05-29 17:55:32.475589,user_1117,"Kanpur, Uttar Pradesh",Facebook,368,93,en
post_0180,They are saying a secret plan is underway about the the government in Mumbai.,2025-05-10 02:10:32.475610,user_6560,"Mumbai, Maharashtra",Instagram,193,78,hi
post_0181,Feeling hopeful about developments in Kolkata.,2025-05-23 00:35:32.475630,user_7316,"Kolkata, West Bengal",Facebook,299,4,hi
post_0182,Feeling hopeful about developments in Bhopal.,2025-05-27 10:57:32.475660,user_9915,"Bhopal, Madhya Pradesh",Instagram,224,19,hinglish
post_0183,Power outage for hours in Chennai! This is unacceptable. @ কর্তৃপক্ষ,2025-05-16 20:14:32.475680,user_3048,"Chennai, Tamil Nadu",Facebook,89,13,hinglish
post_0184,No water supply in Bhopal for 3 days! #watercrisis @localMLA,2025-05-28 03:50:32.475700,user_7988,"Bhopal, Madhya Pradesh",Twitter,490,2,en
post_0185,No water supply in Lucknow for 3 days! #watercrisis @localMLA,2025-06-02 02:11:32.475725,user_1009,"Lucknow, Uttar Pradesh",Facebook,260,22,en
post_0186,Terrible traffic jam again in Bangalore. When will this be fixed? #civicissue,2025-05-23 20:59:32.475745,user_3060,"Bangalore, Karnataka",Twitter,167,1,en
post_0187,Loving the new park in Pune! #community #goodgovernance,2025-05-14 07:24:32.475765,user_3832,"Pune, Maharashtra",Instagram,264,74,en
post_0188,Forwarded as received: all schools closing tomorrow in Pune! Is this true?,2025-05-18 08:23:32.475786,user_4490,"Pune, Maharashtra",Twitter,93,94,en
post_0189,Power outage for hours in Delhi! This is unacceptable. @ কর্তৃপক্ষ,2025-05-17 03:01:32.475806,user_1235,"Delhi, Delhi",Facebook,433,77,hinglish
post_0190,Attended a meeting about infrastructure in Jaipur today.,2025-05-12 08:50:32.475827,user_6256,"Jaipur, Rajasthan",Twitter,417,75,en
post_0191,Concerned about the rising theft in our area. #safety,2025-05-31 06:00:32.475852,user_6415,"Kolkata, West Bengal",LocalForum,319,21,hinglish
post_0192,Heard a rumor that a celebrity visit is happening in Kolkata. Can anyone confirm? #fakenewsalert,2025-05-06 00:50:32.475872,user_7413,"Kolkata, West Bengal",Instagram,315,29,en
post_0193,बहुत अच्छा काम हो रहा है Delhi में। #विकास,2025-05-30 11:24:32.475893,user_3898,"Delhi, Delhi",Facebook,378,77,en
post_0194,Weather in Lucknow is quite cloudy today.,2025-05-08 04:36:32.475914,user_2065,"Lucknow, Uttar Pradesh",Instagram,88,17,hi
post_0195,Heard a rumor that a natural disaster warning is happening in Mumbai. Can anyone confirm? #fakenewsalert,2025-05-26 00:22:32.475934,user_7943,"Mumbai, Maharashtra",Instagram,178,37,en
post_0196,Ahmedabad में बिजली की कटौती से जनता परेशान। #powercut,2025-06-01 09:46:32.475954,user_3712,"Ahmedabad, Gujarat",Twitter,144,96,hi
post_0197,Power outage for hours in Delhi! This is unacceptable. @ কর্তৃপক্ষ,2025-05-18 09:59:32.475975,user_2997,"Delhi, Delhi",Facebook,308,50,en
post_0198,Great initiative by local authorities for education. #positivechange,2025-05-26 13:55:32.475995,user_6765,"Hyderabad, Telangana",Instagram,66,6,hinglish
post_0199,Feeling hopeful about developments in Bangalore.,2025-05-15 00:19:32.476015,user_6567,"Bangalore, Karnataka",Twitter,499,14,hi
post_0200,"The roads in Ward 15, Jaipur are in pathetic condition. #badroads",2025-05-19 07:09:32.476036,user_9669,"Jaipur, Rajasthan",Facebook,230,26,en
post_0201,Terrible traffic jam again in Indore. When will this be fixed? #civicissue,2025-05-30 02:04:32.476056,user_2120,"Indore, Madhya Pradesh",Instagram,484,26,en
post_0202,बहुत अच्छा काम हो रहा है Bhopal में। #विकास,2025-05-11 07:57:32.476076,user_3645,"Bhopal, Madhya Pradesh",Instagram,321,9,en
post_0203,बहुत अच्छा काम हो रहा है Chennai में। #विकास,2025-05-28 22:28:32.476096,user_7028,"Chennai, Tamil Nadu",Facebook,158,46,en
post_0204,Attended a meeting about education in Ahmedabad today.,2025-05-29 19:37:32.476116,user_8863,"Ahmedabad, Gujarat",Instagram,14,28,hi
post_0205,Garbage not collected in South Mumbai for a week. #swachhbharat?,2025-05-26 03:32:32.476141,user_3371,"Mumbai, Maharashtra",Twitter,331,44,hinglish
post_0206,Just observing the situation regarding water shortage in Ahmedabad.,2025-05-31 13:10:32.476162,user_1793,"Ahmedabad, Gujarat",Facebook,298,26,hi
post_0207,Endless wait times at the Municipal Office in Pune. #inefficiency,2025-05-28 12:50:32.476182,user_7166,"Pune, Maharashtra",LocalForum,302,89,en
post_0208,Garbage not collected in South Pune for a week. #swachhbharat?,2025-05-19 21:49:32.476203,user_8783,"Pune, Maharashtra",LocalForum,445,81,hi
post_0209,Power outage for hours in Kanpur! This is unacceptable. @ কর্তৃপক্ষ,2025-05-09 07:14:32.476223,user_1827,"Kanpur, Uttar Pradesh",Instagram,170,75,en
post_0210,They are saying a secret plan is underway about the outsiders in Mumbai.,2025-05-22 04:13:32.476244,user_4876,"Mumbai, Maharashtra",Twitter,327,91,en
post_0211,Loving the new park in Kanpur! #community #goodgovernance,2025-05-07 23:07:32.476272,user_5146,"Kanpur, Uttar Pradesh",Twitter,28,77,hinglish
post_0212,Delhi में illegal construction से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-25 23:39:32.476292,user_2792,"Delhi, Delhi",Facebook,301,20,en
post_0213,No water supply in Bangalore for 3 days! #watercrisis @localMLA,2025-05-07 18:25:32.476312,user_4030,"Bangalore, Karnataka",Twitter,312,0,hi
post_0214,This new policy is a disaster for people in Bangalore.,2025-05-11 09:10:32.476332,user_6031,"Bangalore, Karnataka",Facebook,398,20,hinglish
post_0215,Thane market seems busy as usual.,2025-05-18 23:08:32.476352,user_9393,"Thane, Maharashtra",Instagram,435,56,en
post_0216,This new policy is a disaster for people in Bangalore.,2025-05-12 23:26:32.476374,user_9766,"Bangalore, Karnataka",LocalForum,243,24,en
post_0217,बहुत अच्छा काम हो रहा है Jaipur में। #विकास,2025-05-07 21:23:32.476394,user_9577,"Jaipur, Rajasthan",Instagram,390,81,en
post_0218,Weather in Jaipur is quite rainy today.,2025-05-07 06:34:32.476418,user_4600,"Jaipur, Rajasthan",LocalForum,127,42,hinglish
post_0219,They are saying a secret plan is underway about the a large corporation in Thane.,2025-05-06 20:02:32.476439,user_2205,"Thane, Maharashtra",Facebook,151,24,hinglish
post_0220,Forwarded as received: free money distribution in Kolkata! Is this true?,2025-05-26 12:55:32.476459,user_4572,"Kolkata, West Bengal",Twitter,343,32,en
post_0221,Indore market seems busy as usual.,2025-05-16 21:39:32.476481,user_3713,"Indore, Madhya Pradesh",Twitter,155,84,hinglish
post_0222,Garbage not collected in East Nagpur for a week. #swachhbharat?,2025-05-17 01:44:32.476501,user_4432,"Nagpur, Maharashtra",LocalForum,176,19,en
post_0223,Attended a meeting about environment in Kanpur today.,2025-05-11 10:33:32.476525,user_6182,"Kanpur, Uttar Pradesh",Twitter,188,48,hinglish
post_0224,Thank you for addressing the power cuts issue promptly!,2025-05-27 07:29:32.476545,user_3482,"Ahmedabad, Gujarat",Twitter,378,55,hi
post_0225,बहुत अच्छा काम हो रहा है Kolkata में। #विकास,2025-05-14 15:16:32.476566,user_9477,"Kolkata, West Bengal",Instagram,143,39,hinglish
post_0226,Jaipur में theft से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-14 15:00:32.476586,user_6490,"Jaipur, Rajasthan",Instagram,174,65,en
post_0227,Attended a meeting about health services in Jaipur today.,2025-05-11 15:11:32.476606,user_6797,"Jaipur, Rajasthan",Instagram,434,62,hi
post_0228,No water supply in Mumbai for 3 days! #watercrisis @localMLA,2025-05-30 07:53:32.476626,user_9038,"Mumbai, Maharashtra",Instagram,130,31,en
post_0229,This new policy is a disaster for people in Pune.,2025-05-23 22:42:32.476650,user_7305,"Pune, Maharashtra",Instagram,379,96,hinglish
post_0230,Garbage not collected in South Kanpur for a week. #swachhbharat?,2025-05-10 09:33:32.476670,user_4462,"Kanpur, Uttar Pradesh",Facebook,348,7,hinglish
post_0231,Warning! Unverified news about a local festival spreading in Patna.,2025-06-01 09:58:32.476693,user_9519,"Patna, Bihar",Instagram,53,66,hinglish
post_0232,Kolkata में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-15 07:33:32.476714,user_4054,"Kolkata, West Bengal",LocalForum,263,33,hinglish
post_0233,This new policy is a disaster for people in Kanpur.,2025-05-30 08:47:32.476735,user_3538,"Kanpur, Uttar Pradesh",LocalForum,399,67,hi
post_0234,Great initiative by local authorities for public safety. #positivechange,2025-05-14 03:07:32.476755,user_7612,"Thane, Maharashtra",Instagram,397,94,hi
post_0235,Terrible traffic jam again in Kolkata. When will this be fixed? #civicissue,2025-05-10 16:43:32.476775,user_7150,"Kolkata, West Bengal",LocalForum,329,6,hi
post_0236,Indore में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-06-01 09:40:32.476796,user_5242,"Indore, Madhya Pradesh",Twitter,111,18,hi
post_0237,Feeling hopeful about developments in Ahmedabad.,2025-05-29 14:59:32.476815,user_7852,"Ahmedabad, Gujarat",Instagram,403,10,en
post_0238,Chennai में illegal construction से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-24 06:58:32.476836,user_5566,"Chennai, Tamil Nadu",Twitter,118,11,hi
post_0239,Loving the new park in Kolkata! #community #goodgovernance,2025-05-14 03:24:32.476856,user_2279,"Kolkata, West Bengal",LocalForum,221,8,en
post_0240,Power outage for hours in Jaipur! This is unacceptable. @ কর্তৃপক্ষ,2025-05-31 11:17:32.476876,user_6986,"Jaipur, Rajasthan",Twitter,499,85,en
post_0241,This new policy is a disaster for people in Hyderabad.,2025-05-21 08:44:32.476896,user_3679,"Hyderabad, Telangana",LocalForum,58,86,en
post_0242,Loving the new park in Mumbai! #community #goodgovernance,2025-05-16 14:10:32.476917,user_3573,"Mumbai, Maharashtra",Facebook,8,39,en
post_0243,Terrible traffic jam again in Lucknow. When will this be fixed? #civicissue,2025-05-31 19:36:32.476937,user_8368,"Lucknow, Uttar Pradesh",Twitter,245,21,hinglish
post_0244,Kolkata में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-22 18:57:32.476958,user_7809,"Kolkata, West Bengal",LocalForum,441,28,hi
post_0245,"The roads in Ward 14, Patna are in pathetic condition. #badroads",2025-05-21 06:38:32.476978,user_9996,"Patna, Bihar",LocalForum,74,69,hinglish
post_0246,"The roads in Ward 2, Mumbai are in pathetic condition. #badroads",2025-05-15 11:19:32.476999,user_6475,"Mumbai, Maharashtra",Facebook,40,37,hinglish
post_0247,This new policy is a disaster for people in Kanpur.,2025-05-31 15:24:32.477038,user_8141,"Kanpur, Uttar Pradesh",Facebook,377,75,hi
post_0248,"The roads in Ward 9, Patna are in pathetic condition. #badroads",2025-05-10 11:19:32.477083,user_1341,"Patna, Bihar",LocalForum,468,26,en
post_0249,Thank you for addressing the waste management issue promptly!,2025-05-09 02:34:32.477108,user_5263,"Ahmedabad, Gujarat",LocalForum,97,11,en
post_0250,Mumbai में बिजली की कटौती से जनता परेशान। #powercut,2025-05-20 11:54:32.477159,user_3969,"Mumbai, Maharashtra",LocalForum,468,91,hinglish
post_0251,Attended a meeting about infrastructure in Nagpur today.,2025-05-03 18:59:32.477222,user_4067,"Nagpur, Maharashtra",Twitter,309,64,hinglish
post_0252,Thank you for addressing the power cuts issue promptly!,2025-05-14 11:25:32.477248,user_6490,"Patna, Bihar",Twitter,281,28,hinglish
post_0253,Heard a rumor that a natural disaster warning is happening in Delhi. Can anyone confirm? #fakenewsalert,2025-05-12 21:21:32.477271,user_8679,"Delhi, Delhi",Facebook,163,58,hi
post_0254,Weather in Kolkata is quite hot today.,2025-05-27 00:26:32.477293,user_2333,"Kolkata, West Bengal",LocalForum,97,54,hinglish
post_0255,This new policy is a disaster for people in Chennai.,2025-05-18 08:07:32.477314,user_7212,"Chennai, Tamil Nadu",Facebook,311,32,hi
post_0256,Kanpur market seems busy as usual.,2025-05-08 04:14:32.477336,user_2762,"Kanpur, Uttar Pradesh",Twitter,243,80,en
post_0257,Warning! Unverified news about a local festival spreading in Kolkata.,2025-05-03 19:18:32.477358,user_1481,"Kolkata, West Bengal",LocalForum,200,25,en
post_0258,Attended a meeting about education in Lucknow today.,2025-05-31 11:52:32.477379,user_3343,"Lucknow, Uttar Pradesh",Instagram,16,0,hinglish
post_0259,"The roads in Ward 6, Pune are in pathetic condition. #badroads",2025-05-08 21:21:32.477400,user_7185,"Pune, Maharashtra",Instagram,24,38,en
post_0260,Thank you for addressing the water shortage issue promptly!,2025-05-31 05:11:32.477421,user_2252,"Jaipur, Rajasthan",Instagram,107,43,en
post_0261,Power outage for hours in Kanpur! This is unacceptable. @ কর্তৃপক্ষ,2025-05-15 02:27:32.477442,user_7667,"Kanpur, Uttar Pradesh",Instagram,274,43,en
post_0262,They are saying a secret plan is underway about the outsiders in Pune.,2025-05-06 15:44:32.477464,user_1329,"Pune, Maharashtra",Instagram,56,54,en
post_0263,This new policy is a disaster for people in Hyderabad.,2025-05-16 17:49:32.477485,user_2341,"Hyderabad, Telangana",Twitter,79,87,hinglish
post_0264,Heard a rumor that a natural disaster warning is happening in Kolkata. Can anyone confirm? #fakenewsalert,2025-05-15 00:30:32.477507,user_3708,"Kolkata, West Bengal",Facebook,80,86,en
post_0265,Loving the new park in Kanpur! #community #goodgovernance,2025-05-28 10:45:32.477527,user_9901,"Kanpur, Uttar Pradesh",LocalForum,199,24,en
post_0266,Attended a meeting about environment in Indore today.,2025-05-15 20:46:32.477548,user_4993,"Indore, Madhya Pradesh",Instagram,488,25,hinglish
post_0267,Terrible traffic jam again in Bhopal. When will this be fixed? #civicissue,2025-05-18 22:45:32.477568,user_5806,"Bhopal, Madhya Pradesh",Instagram,400,22,hinglish
post_0268,Weather in Mumbai is quite sunny today.,2025-05-07 11:39:32.477589,user_1390,"Mumbai, Maharashtra",Facebook,269,78,en
post_0269,Ahmedabad market seems busy as usual.,2025-05-13 01:52:32.477611,user_9007,"Ahmedabad, Gujarat",Facebook,497,58,hinglish
post_0270,Warning! Unverified news about a local festival spreading in Patna.,2025-05-10 14:30:32.477631,user_6085,"Patna, Bihar",Instagram,371,38,hi
post_0271,Weather in Lucknow is quite hot today.,2025-05-30 14:02:32.477651,user_4561,"Lucknow, Uttar Pradesh",LocalForum,102,16,en
post_0272,Feeling hopeful about developments in Nagpur.,2025-05-19 08:26:32.477672,user_3667,"Nagpur, Maharashtra",Facebook,187,44,en
post_0273,Attended a meeting about local events in Bangalore today.,2025-06-01 05:24:32.477693,user_3983,"Bangalore, Karnataka",Instagram,473,54,en
post_0274,बहुत अच्छा काम हो रहा है Lucknow में। #विकास,2025-05-10 20:22:32.477714,user_8694,"Lucknow, Uttar Pradesh",Facebook,375,3,hi
post_0275,Just observing the situation regarding traffic in Chennai.,2025-05-04 10:36:32.477734,user_8564,"Chennai, Tamil Nadu",Facebook,209,32,hi
post_0276,Nagpur में theft से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-17 19:19:32.477755,user_9502,"Nagpur, Maharashtra",Twitter,226,41,hi
post_0277,Forwarded as received: free money distribution in Indore! Is this true?,2025-05-31 09:48:32.477775,user_4810,"Indore, Madhya Pradesh",Facebook,378,38,en
post_0278,Great initiative by local authorities for public safety. #positivechange,2025-05-19 12:32:32.477794,user_3032,"Jaipur, Rajasthan",Facebook,476,61,hi
post_0279,Loving the new park in Thane! #community #goodgovernance,2025-05-12 20:04:32.477813,user_1271,"Thane, Maharashtra",LocalForum,439,9,hi
post_0280,Garbage not collected in South Mumbai for a week. #swachhbharat?,2025-05-04 01:41:32.477832,user_4760,"Mumbai, Maharashtra",Instagram,2,44,en
post_0281,Heard a rumor that a natural disaster warning is happening in Kanpur. Can anyone confirm? #fakenewsalert,2025-05-19 08:31:32.477851,user_3033,"Kanpur, Uttar Pradesh",Twitter,323,17,en
post_0282,Delhi में बिजली की कटौती से जनता परेशान। #powercut,2025-05-04 03:36:32.477870,user_9623,"Delhi, Delhi",Instagram,192,52,hinglish
post_0283,Thank you for addressing the power cuts issue promptly!,2025-05-19 17:52:32.477889,user_5494,"Thane, Maharashtra",LocalForum,304,87,en
post_0284,Attended a meeting about local events in Mumbai today.,2025-05-29 20:02:32.477908,user_2828,"Mumbai, Maharashtra",LocalForum,60,42,hi
post_0285,This new policy is a disaster for people in Jaipur.,2025-05-06 02:22:32.477926,user_8486,"Jaipur, Rajasthan",LocalForum,301,87,en
post_0286,Just observing the situation regarding water shortage in Lucknow.,2025-05-22 19:27:32.477946,user_8878,"Lucknow, Uttar Pradesh",Twitter,51,3,en
post_0287,"The roads in Ward 9, Mumbai are in pathetic condition. #badroads",2025-05-07 00:41:32.477964,user_6429,"Mumbai, Maharashtra",LocalForum,372,73,hinglish
post_0288,Indore market seems busy as usual.,2025-05-23 06:04:32.477984,user_3265,"Indore, Madhya Pradesh",Facebook,424,2,hi
post_0289,Terrible traffic jam again in Delhi. When will this be fixed? #civicissue,2025-05-10 02:56:32.478003,user_2796,"Delhi, Delhi",Twitter,53,46,hinglish
post_0290,Lucknow market seems busy as usual.,2025-05-10 15:52:32.478021,user_2913,"Lucknow, Uttar Pradesh",Twitter,240,60,hi
post_0291,Terrible traffic jam again in Lucknow. When will this be fixed? #civicissue,2025-05-06 22:26:32.478040,user_8312,"Lucknow, Uttar Pradesh",LocalForum,215,2,hinglish
post_0292,Concerned about the rising noise pollution in our area. #safety,2025-05-31 02:48:32.478059,user_8287,"Mumbai, Maharashtra",Facebook,380,88,en
post_0293,Indore market seems busy as usual.,2025-05-25 04:47:32.478077,user_2380,"Indore, Madhya Pradesh",Facebook,97,10,en
post_0294,Great initiative by local authorities for health services. #positivechange,2025-05-24 08:58:32.478096,user_2218,"Pune, Maharashtra",LocalForum,408,97,hi
post_0295,Garbage not collected in East Delhi for a week. #swachhbharat?,2025-05-21 22:52:32.478115,user_1954,"Delhi, Delhi",Twitter,225,87,hi
post_0296,This new policy is a disaster for people in Thane.,2025-05-05 17:23:32.478133,user_6370,"Thane, Maharashtra",Twitter,388,47,en
post_0297,Terrible traffic jam again in Pune. When will this be fixed? #civicissue,2025-05-07 14:55:32.478151,user_9228,"Pune, Maharashtra",LocalForum,315,47,en
post_0298,Thane market seems busy as usual.,2025-05-21 03:48:32.478170,user_6233,"Thane, Maharashtra",Instagram,39,44,hinglish
post_0299,"The roads in Ward 6, Thane are in pathetic condition. #badroads",2025-05-03 13:03:32.478189,user_2591,"Thane, Maharashtra",Instagram,39,97,hinglish
post_0300,This new policy is a disaster for people in Lucknow.,2025-05-25 19:16:32.478207,user_2312,"Lucknow, Uttar Pradesh",Instagram,261,87,en
post_0301,Nagpur market seems busy as usual.,2025-05-14 16:21:32.478226,user_3139,"Nagpur, Maharashtra",Instagram,352,58,hi
post_0302,Endless wait times at the Police Station in Patna. #inefficiency,2025-05-06 16:20:32.478245,user_7924,"Patna, Bihar",Facebook,362,44,en
post_0303,Concerned about the rising illegal construction in our area. #safety,2025-05-08 11:19:32.478263,user_5286,"Kanpur, Uttar Pradesh",Facebook,154,37,hinglish
post_0304,Heard a rumor that a new lockdown is happening in Jaipur. Can anyone confirm? #fakenewsalert,2025-05-06 01:56:32.478285,user_1556,"Jaipur, Rajasthan",Twitter,313,30,en
post_0305,Thank you for addressing the water shortage issue promptly!,2025-05-10 22:51:32.478304,user_3719,"Chennai, Tamil Nadu",Instagram,362,52,hinglish
post_0306,Endless wait times at the Collectorate in Kanpur. #inefficiency,2025-05-04 01:30:32.478326,user_3403,"Kanpur, Uttar Pradesh",Instagram,257,77,hinglish
post_0307,Terrible traffic jam again in Patna. When will this be fixed? #civicissue,2025-05-20 20:22:32.478344,user_6343,"Patna, Bihar",Instagram,12,45,en
post_0308,Just observing the situation regarding power cuts in Mumbai.,2025-05-06 15:20:32.478363,user_3064,"Mumbai, Maharashtra",LocalForum,359,94,en
post_0309,Just observing the situation regarding water shortage in Kolkata.,2025-05-31 08:16:32.478387,user_2007,"Kolkata, West Bengal",Twitter,325,82,en
post_0310,Thank you for addressing the waste management issue promptly!,2025-05-04 01:51:32.478408,user_6352,"Lucknow, Uttar Pradesh",Facebook,223,97,hinglish
post_0311,Lucknow में theft से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-05 17:31:32.478430,user_6084,"Lucknow, Uttar Pradesh",LocalForum,277,67,hinglish
post_0312,Attended a meeting about health services in Bhopal today.,2025-05-14 04:11:32.478449,user_8491,"Bhopal, Madhya Pradesh",Instagram,218,63,hinglish
post_0313,Great initiative by local authorities for education. #positivechange,2025-05-16 20:39:32.478468,user_9073,"Mumbai, Maharashtra",Instagram,373,64,hinglish
post_0314,Attended a meeting about environment in Kolkata today.,2025-05-11 08:02:32.478486,user_7353,"Kolkata, West Bengal",Twitter,305,13,en
post_0315,Power outage for hours in Thane! This is unacceptable. @ কর্তৃপক্ষ,2025-05-18 20:25:32.478509,user_9954,"Thane, Maharashtra",Facebook,226,51,en
post_0316,Thank you for addressing the pollution issue promptly!,2025-05-04 20:54:32.478538,user_9220,"Bangalore, Karnataka",Facebook,394,32,en
post_0317,Endless wait times at the Municipal Office in Nagpur. #inefficiency,2025-05-27 17:46:32.478557,user_4356,"Nagpur, Maharashtra",Instagram,3,80,hi
post_0318,Great initiative by local authorities for local events. #positivechange,2025-05-30 19:20:32.478576,user_1038,"Patna, Bihar",Instagram,270,28,hi
post_0319,बहुत अच्छा काम हो रहा है Bhopal में। #विकास,2025-05-04 21:09:32.478594,user_2823,"Bhopal, Madhya Pradesh",LocalForum,129,46,en
post_0320,"The roads in Ward 4, Patna are in pathetic condition. #badroads",2025-05-19 12:39:32.478617,user_6658,"Patna, Bihar",Facebook,194,80,hinglish
post_0321,Great initiative by local authorities for infrastructure. #positivechange,2025-05-03 20:05:32.478636,user_1988,"Pune, Maharashtra",LocalForum,20,46,hinglish
post_0322,Terrible traffic jam again in Bangalore. When will this be fixed? #civicissue,2025-05-18 03:02:32.478663,user_5179,"Bangalore, Karnataka",Instagram,261,18,en
post_0323,Heard a rumor that a protest march is happening in Pune. Can anyone confirm? #fakenewsalert,2025-05-09 03:58:32.478682,user_6626,"Pune, Maharashtra",LocalForum,256,57,hinglish
post_0324,Just observing the situation regarding water shortage in Nagpur.,2025-05-06 02:46:32.478701,user_2980,"Nagpur, Maharashtra",Instagram,162,63,en
post_0325,Garbage not collected in West Thane for a week. #swachhbharat?,2025-05-16 08:49:32.478724,user_6390,"Thane, Maharashtra",Twitter,491,79,hinglish
post_0326,Concerned about the rising noise pollution in our area. #safety,2025-05-07 00:01:32.478743,user_7573,"Mumbai, Maharashtra",LocalForum,472,16,en
post_0327,This new policy is a disaster for people in Chennai.,2025-05-04 11:53:32.478761,user_9782,"Chennai, Tamil Nadu",Instagram,26,45,hinglish
post_0328,This new policy is a disaster for people in Kolkata.,2025-05-15 12:54:32.478781,user_1959,"Kolkata, West Bengal",Twitter,427,52,hinglish
post_0329,Attended a meeting about environment in Ahmedabad today.,2025-05-10 05:41:32.478800,user_8725,"Ahmedabad, Gujarat",Facebook,14,24,en
post_0330,Heard a rumor that a natural disaster warning is happening in Indore. Can anyone confirm? #fakenewsalert,2025-05-03 18:54:32.478819,user_2875,"Indore, Madhya Pradesh",Twitter,227,8,hi
post_0331,बहुत अच्छा काम हो रहा है Jaipur में। #विकास,2025-05-27 16:04:32.478837,user_8099,"Jaipur, Rajasthan",Facebook,318,85,hi
post_0332,Feeling hopeful about developments in Ahmedabad.,2025-05-11 11:08:32.478856,user_3433,"Ahmedabad, Gujarat",Twitter,343,71,hinglish
post_0333,They are saying a secret plan is underway about the outsiders in Kolkata.,2025-05-22 19:44:32.478876,user_5167,"Kolkata, West Bengal",Twitter,276,17,en
post_0334,Garbage not collected in North Chennai for a week. #swachhbharat?,2025-05-03 14:15:32.478894,user_9357,"Chennai, Tamil Nadu",Facebook,31,10,en
post_0335,This new policy is a disaster for people in Jaipur.,2025-05-21 07:01:32.478913,user_5197,"Jaipur, Rajasthan",Instagram,424,7,en
post_0336,Feeling hopeful about developments in Mumbai.,2025-05-22 10:10:32.478935,user_7731,"Mumbai, Maharashtra",Twitter,376,45,hinglish
post_0337,Patna में बिजली की कटौती से जनता परेशान। #powercut,2025-05-18 16:07:32.478954,user_3720,"Patna, Bihar",LocalForum,201,39,hinglish
post_0338,Concerned about the rising stray animals in our area. #safety,2025-05-16 07:59:32.478973,user_7368,"Mumbai, Maharashtra",Facebook,288,76,en
post_0339,Attended a meeting about environment in Indore today.,2025-05-04 07:48:32.478992,user_8833,"Indore, Madhya Pradesh",LocalForum,405,65,hi
post_0340,Weather in Pune is quite cloudy today.,2025-05-28 01:35:32.479011,user_2709,"Pune, Maharashtra",Twitter,121,14,en
post_0341,Chennai market seems busy as usual.,2025-05-31 22:06:32.479031,user_9619,"Chennai, Tamil Nadu",Instagram,304,74,hi
post_0342,Weather in Ahmedabad is quite hot today.,2025-05-05 05:02:32.479050,user_2925,"Ahmedabad, Gujarat",LocalForum,8,5,en
post_0343,Loving the new park in Kolkata! #community #goodgovernance,2025-05-25 01:30:32.479070,user_1552,"Kolkata, West Bengal",LocalForum,369,75,hi
post_0344,Endless wait times at the Collectorate in Bhopal. #inefficiency,2025-05-26 00:11:32.479089,user_4389,"Bhopal, Madhya Pradesh",Twitter,83,61,hinglish
post_0345,Ahmedabad में theft से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-19 01:50:32.479108,user_1207,"Ahmedabad, Gujarat",Facebook,387,5,en
post_0346,Weather in Delhi is quite sunny today.,2025-05-07 10:35:32.479127,user_1894,"Delhi, Delhi",Twitter,2,40,en
post_0347,No water supply in Pune for 3 days! #watercrisis @localMLA,2025-05-05 22:47:32.479146,user_8179,"Pune, Maharashtra",LocalForum,86,11,hinglish
post_0348,Kolkata में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-20 19:10:32.479165,user_4638,"Kolkata, West Bengal",Instagram,237,99,hinglish
post_0349,Power outage for hours in Bhopal! This is unacceptable. @ কর্তৃপক্ষ,2025-05-21 00:32:32.479184,user_3356,"Bhopal, Madhya Pradesh",LocalForum,182,31,en
post_0350,Patna में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-14 20:43:32.479203,user_8057,"Patna, Bihar",Instagram,210,21,en
post_0351,Delhi market seems busy as usual.,2025-05-28 08:20:32.479221,user_9946,"Delhi, Delhi",Facebook,34,60,hinglish
post_0352,Heard a rumor that a natural disaster warning is happening in Nagpur. Can anyone confirm? #fakenewsalert,2025-05-04 10:46:32.479240,user_1352,"Nagpur, Maharashtra",Instagram,390,75,en
post_0353,Power outage for hours in Thane! This is unacceptable. @ কর্তৃপক্ষ,2025-05-16 11:30:32.479262,user_1956,"Thane, Maharashtra",Instagram,23,19,hinglish
post_0354,Patna में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-29 04:33:32.479280,user_4453,"Patna, Bihar",Facebook,19,59,hinglish
post_0355,Concerned about the rising noise pollution in our area. #safety,2025-05-09 14:12:32.479299,user_5703,"Thane, Maharashtra",Instagram,104,35,hinglish
post_0356,Hyderabad market seems busy as usual.,2025-05-07 11:27:32.479317,user_6631,"Hyderabad, Telangana",Facebook,227,65,en
post_0357,Bhopal में बिजली की कटौती से जनता परेशान। #powercut,2025-05-19 06:25:32.479336,user_2394,"Bhopal, Madhya Pradesh",Instagram,185,11,hinglish
post_0358,Great initiative by local authorities for health services. #positivechange,2025-05-30 19:43:32.479355,user_3958,"Nagpur, Maharashtra",Instagram,224,98,hinglish
